Mass Air Flow - Sensor (G70),Lambda Control - Bank 1 (actual),Accel. Pedal Pos. - Sensor 1 (G79),Lambda Control - Bank 1,Boost Pressure - Control (N75),Boost Pressure - (specified),Boost Pressure - (actual),Fuel Rail - Pressure (actual),Fuel Rail - Pressure (actual)
0.009497351078950772,0.33333333333333326,0.0,1.0,0.0,0.08866995073891626,0.018018018018018018,0.029827527899898523,0.021886327884549642
0.01040186070551751,0.3410852713178294,0.0,1.0,0.0,0.08866995073891626,0.018018018018018018,0.014203584714237412,0.032419123178989144
0.010208037214110356,0.34883720930232553,0.0,1.0,0.0,0.08866995073891626,0.018018018018018018,0.018599932363882313,0.015252034744545546
0.010208037214110356,0.3410852713178294,0.0,1.0,0.0,0.08866995073891626,0.018018018018018018,0.02766317213391949,0.02339101292661242
0.008269802300038764,0.33333333333333326,0.0,1.0,0.0,0.08866995073891626,0.018018018018018018,0.03408860331416976,0.03118801723548323
0.012210879958650991,0.33333333333333326,0.0,1.0,0.0,0.10344827586206896,0.018018018018018018,0.018802840716942857,0.025716435264345795
0.010983331179738985,0.34883720930232553,0.0,1.0,0.0,0.09852216748768473,0.018018018018018018,0.02509299966181942,0.01723548320908285
0.011306370332084254,0.3643410852713178,0.0,1.0,0.0,0.09852216748768473,0.018018018018018018,0.02948934731146432,0.025032487517953658
0.011694017314898568,0.3565891472868217,0.0,1.0,0.0,0.09852216748768473,0.018018018018018018,0.03030098072370644,0.02523767184187127
0.010983331179738985,0.37209302325581395,0.0,1.0,0.0,0.09852216748768473,0.018018018018018018,0.014338856949611076,0.030709253813008704
0.010983331179738985,0.3643410852713178,0.0,1.0,0.0,0.09852216748768473,0.02702702702702703,0.022725735542779842,0.03501812461527938
0.032497738725933596,0.3643410852713178,0.0,1.0,0.0,0.270935960591133,0.02702702702702703,0.02455191072032467,0.01532042951918475
0.03120558211655253,0.3953488372093023,0.06325301204819277,1.0,0.0,0.14285714285714285,0.018018018018018018,0.023469732837335132,0.02605840913754191
0.02797519059309989,0.3643410852713178,0.055220883534136546,1.0,0.0,0.13793103448275862,0.02702702702702703,0.025836996956374706,0.030367279939812586
0.041801266313477206,0.38759689922480617,0.08634538152610442,1.0,0.0,0.21674876847290642,0.02702702702702703,0.027054447074737913,0.03419738731960879
0.03824783563767929,0.38759689922480617,0.08634538152610442,1.0,0.0,0.16748768472906403,0.02702702702702703,0.045451471085559685,0.04657684152930718
0.03695567902829824,0.38759689922480617,0.08634538152610442,1.0,0.0,0.18226600985221675,0.036036036036036036,0.04105512343591478,0.041105259558169745
0.03592195374079339,0.3798449612403101,0.08634538152610442,1.0,0.0,0.16748768472906403,0.036036036036036036,0.03794386202231992,0.042404760276314915
0.03430675797906707,0.3798449612403101,0.09036144578313253,1.0,0.0,0.16748768472906403,0.036036036036036036,0.03922894825836995,0.04055810136105602
0.0371495025197054,0.37209302325581395,0.06325301204819277,1.0,0.0,0.18226600985221675,0.036036036036036036,0.03638823131552251,0.04192599685384039
0.02797519059309989,0.3643410852713178,0.0,1.0,0.0,0.1330049261083744,0.036036036036036036,0.0371322286100778,0.04650844675466793
0.014342938364129736,0.33333333333333326,0.0,1.0,0.0,0.11330049261083744,0.036036036036036036,0.016300304362529567,0.01703029888516519
0.008980488435198348,0.3178294573643412,0.0,1.0,0.0,0.08374384236453201,0.036036036036036036,0.03794386202231992,0.03412899254496958
0.013309213076624889,0.30232558139534893,0.0,1.0,0.0,0.09852216748768473,0.02702702702702703,0.038620223199188376,0.04172081252992273
0.012210879958650991,0.3178294573643412,0.0,1.0,0.0,0.09852216748768473,0.02702702702702703,0.03327696990192764,0.03754873127693046
0.009691174570357931,0.33333333333333326,0.0,1.0,0.0,0.09852216748768473,0.02702702702702703,0.014338856949611076,0.03221393885507148
0.009884998061765087,0.3178294573643412,0.0,1.0,0.0,0.09359605911330049,0.02702702702702703,0.022184646601285093,0.016141166814855345
0.010983331179738985,0.32558139534883734,0.0,1.0,0.0,0.09852216748768473,0.02702702702702703,0.022928643895840383,0.017919430955474987
0.04328724641426542,0.3178294573643412,0.13353413654618476,1.0,0.0,0.2561576354679803,0.018018018018018018,0.006628339533310767,0.009096505027015925
0.035340483266571916,0.3798449612403101,0.12951807228915663,1.0,0.0,0.1625615763546798,0.02702702702702703,0.035035508961785596,0.031735175432596956
0.051169401731489865,0.38759689922480617,0.14156626506024098,1.0,0.0,0.33004926108374383,0.02702702702702703,0.0181264795400744,0.02694754120785171
0.04561312831115132,0.38759689922480617,0.14156626506024098,1.0,0.0,0.21182266009852216,0.036036036036036036,0.04004058167061212,0.03830107379796185
0.04451479519317742,0.42635658914728686,0.06726907630522089,1.0,0.0,0.2315270935960591,0.036036036036036036,0.03246533648968548,0.03577046713631082
0.057824008269802316,0.4108527131782946,0.024096385542168676,1.0,0.0,0.32019704433497537,0.036036036036036036,0.030030436252959068,0.034676150742083314
0.0586639100659,0.4186046511627907,0.016064257028112452,1.0,0.0,0.21674876847290642,0.036036036036036036,0.04551910720324651,0.052869160796115214
0.011500193823491408,0.3178294573643412,0.0,1.0,0.0,0.06896551724137931,0.05405405405405406,0.042881298613459566,0.04028452226249916
0.014213722703191628,0.25581395348837216,0.020080321285140562,1.0,0.0,0.059113300492610835,0.04504504504504504,0.02786608048698003,0.03440257164352645
0.025132446052461562,0.32558139534883734,0.08634538152610442,1.0,0.0,0.10344827586206896,0.036036036036036036,0.03875549543456203,0.03939539019218931
0.02836283757591421,0.34883720930232553,0.11044176706827309,1.0,0.0,0.12807881773399016,0.036036036036036036,0.040175853905985784,0.04644005198002873
0.027458327949347466,0.3565891472868217,0.13353413654618476,1.0,0.0,0.10837438423645321,0.036036036036036036,0.05525870815015219,0.05608371520415843
0.040186070551750885,0.3565891472868217,0.16164658634538154,1.0,0.0,0.1477832512315271,0.02702702702702703,0.05512343591477849,0.06121332330209975
0.04270577594004395,0.3643410852713178,0.21285140562248997,1.0,0.0,0.15270935960591134,0.02702702702702703,0.0681095705106527,0.07345598796251969
0.04503165783692985,0.3953488372093023,0.2168674698795181,1.0,0.0,0.15270935960591134,0.036036036036036036,0.07737571863375041,0.08344162505984545
0.047551363225222916,0.38759689922480617,0.22791164658634538,1.0,0.0,0.13793103448275862,0.036036036036036036,0.09327020629015895,0.09629984269201833
0.02332342679932808,0.3565891472868217,0.22791164658634538,1.0,0.0,0.029556650246305417,0.036036036036036036,0.10774433547514373,0.11305656247862665
0.01744411422664427,0.3178294573643412,0.0,1.0,0.0,0.024630541871921183,0.04504504504504504,0.1173486641866757,0.11668148553450519
0.057436361286987994,0.3565891472868217,0.1927710843373494,1.0,0.0,0.10344827586206896,0.02702702702702703,0.11396685830233345,0.12140072498461119
0.06589998707843392,0.3565891472868217,0.24397590361445784,1.0,0.0,0.14285714285714285,0.036036036036036036,0.130740615488671,0.15019492510772176
0.06835508463625793,0.38759689922480617,0.29116465863453816,1.0,0.0,0.1477832512315271,0.04504504504504504,0.16794048021643562,0.173517543259695
0.0811474350691304,0.3798449612403101,0.31124497991967875,1.0,0.0,0.16748768472906403,0.05405405405405406,0.20581670612106864,0.2164010669584844
0.09116164879183358,0.4108527131782946,0.32630522088353414,1.0,0.0,0.1724137931034483,0.06306306306306306,0.23090970578288803,0.23869776349086938
0.10285566610673216,0.38759689922480617,0.3383534136546185,1.0,0.0,0.18226600985221675,0.07207207207207207,0.25187690226580994,0.2576431160659326
0.11164233105052335,0.4108527131782946,0.3423694779116466,1.0,0.0,0.18226600985221675,0.09009009009009009,0.27446736557321616,0.28178647151357644
0.1103501744411423,0.3643410852713178,0.3423694779116466,1.0,0.0,0.18226600985221675,0.0990990990990991,0.29306729793709846,0.3015525613843103
0.08508851272774264,0.3643410852713178,0.2761044176706827,1.0,0.0,0.10837438423645321,0.11711711711711711,0.27737571863375043,0.27966623349976066
0.054593616746349674,0.2945736434108528,0.2168674698795181,1.0,0.0,0.054187192118226604,0.10810810810810811,0.24355765979032803,0.24758908419396763
0.04270577594004395,0.30232558139534893,0.1887550200803213,1.0,0.0,0.029556650246305417,0.09009009009009009,0.24132566790666216,0.2302852062102456
0.046517637937718063,0.30232558139534893,0.17670682730923698,1.0,0.0,0.024630541871921183,0.07207207207207207,0.20879269529928982,0.21004035291703713
0.046517637937718063,0.34883720930232553,0.17670682730923698,1.0,0.0,0.024630541871921183,0.06306306306306306,0.20257017247210007,0.2088776417481705
0.04735753973381575,0.3178294573643412,0.18072289156626506,1.0,0.0,0.029556650246305417,0.06306306306306306,0.20087926952992896,0.21387046029683332
0.047939010208037224,0.33333333333333326,0.18072289156626506,1.0,0.0,0.029556650246305417,0.05405405405405406,0.20344944200202913,0.2088776417481705
0.06247577206357412,0.31007751937984507,0.18473895582329317,1.0,0.0,0.04433497536945813,0.05405405405405406,0.21048359824146093,0.21770056767662951
0.05724253779558084,0.3178294573643412,0.20883534136546186,1.0,0.0,0.04926108374384237,0.05405405405405406,0.2053432532972607,0.21113466931126468
0.03986303139940561,0.2635658914728683,0.18473895582329317,1.0,0.0,0.019704433497536946,0.05405405405405406,0.19763273588096048,0.20313248067847622
0.037860188654864985,0.3565891472868217,0.071285140562249,1.0,0.0,0.019704433497536946,0.05405405405405406,0.17923571187013862,0.18104096847000892
0.033725287504845596,0.3178294573643412,0.031124497991967873,1.0,0.0,0.019704433497536946,0.04504504504504504,0.17348664186675686,0.17584296559742835
0.03301460136968602,0.32558139534883734,0.0,1.0,0.0,0.019704433497536946,0.04504504504504504,0.1690226580994251,0.18562341837083648
0.02997803333764053,0.40310077519379844,0.0,1.0,0.0,0.024630541871921183,0.04504504504504504,0.15353398714913763,0.1676355926407223
0.028556661067321364,1.0,0.0,0.4669509594882729,0.0,0.024630541871921183,0.04504504504504504,0.16388231315522486,0.16879830380958902
0.02170823103760176,1.0,0.0,0.4669509594882729,0.0,0.019704433497536946,0.04504504504504504,0.1637470409198512,0.16770398741536147
0.021514407546194606,1.0,0.0,0.4669509594882729,0.0,0.019704433497536946,0.04504504504504504,0.16347649644910378,0.16818275083783604
0.01776715337898954,1.0,0.0,0.4669509594882729,0.0,0.014778325123152709,0.04504504504504504,0.16354413256679068,0.16770398741536147
0.013632252228970153,1.0,0.0,0.4669509594882729,0.0,0.014778325123152709,0.04504504504504504,0.163408860331417,0.1676355926407223
0.012921566093810575,1.0,0.0,0.4669509594882729,0.0,0.014778325123152709,0.04504504504504504,0.16347649644910378,0.16770398741536147
0.008786664943791189,1.0,0.0,0.4669509594882729,0.0,0.014778325123152709,0.04504504504504504,0.16293540750760904,0.16729361876752613
0.011112546840677093,1.0,0.0,0.4669509594882729,0.0,0.029556650246305417,0.036036036036036036,0.1461616503212715,0.14930579303741195
0.007365292673472027,0.49612403100775204,0.0,0.4669509594882729,0.0,0.024630541871921183,0.036036036036036036,0.14115657761244504,0.1434922371930785
0.00788215531722445,0.3565891472868217,0.0,0.4669509594882729,0.0,0.04926108374384237,0.02702702702702703,0.13236388231315524,0.14041447233431367
0.007752939656286342,0.34883720930232553,0.0,0.4669509594882729,0.0,0.06403940886699508,0.02702702702702703,0.1387893134934055,0.13425894261678406
0.006654606538312444,0.33333333333333326,0.0,0.6012793176972282,0.0,0.07389162561576355,0.02702702702702703,0.10564761582685153,0.10170302988851651
0.007752939656286342,0.28682170542635665,0.0,0.8678038379530918,0.0,0.06896551724137931,0.02702702702702703,0.06716266486303686,0.06312837699199784
0.006460783046905289,0.2170542635658915,0.0,1.0,0.0,0.06403940886699508,0.02702702702702703,0.04125803178897532,0.039190205868271696
0.0046517637937718076,0.17829457364341092,0.0,1.0,0.0,0.06896551724137931,0.02702702702702703,0.014000676361176871,0.028862594897749807
0.006654606538312444,0.16279069767441867,0.0,1.0,0.0,0.07881773399014778,0.02702702702702703,0.009874873182279344,0.028247041925996877
0.06047292931903349,0.2170542635658915,0.5471887550200804,1.0,1.0,0.43349753694581283,0.009009009009009009,0.024213730131890418,0.02469051364475754
0.06945341775423182,0.2170542635658915,0.2991967871485944,1.0,0.0,0.1724137931034483,0.02702702702702703,0.050727088265133585,0.060597770330346766
0.05885773355730716,0.2713178294573644,0.2991967871485944,1.0,0.0,0.12315270935960591,0.036036036036036036,0.1064592492390937,0.112851378154709
0.05763018477839515,0.2635658914728683,0.28714859437751006,1.0,0.0,0.16748768472906403,0.05405405405405406,0.1164693946567467,0.11380890499965804
0.05653185166042125,0.24806201550387602,0.28714859437751006,1.0,0.0,0.2413793103448276,0.05405405405405406,0.074061548867095,0.07427672525819028
0.06066675281044064,0.3565891472868217,0.28313253012048195,1.0,0.0,0.20689655172413793,0.06306306306306306,0.06641866756848157,0.06832637986457837
0.06208812508075981,0.3798449612403101,0.28313253012048195,1.0,0.0,0.16748768472906403,0.06306306306306306,0.08312478863713223,0.08747691676355927
0.03301460136968602,0.2713178294573644,0.23192771084337352,1.0,0.0,0.07881773399014778,0.07207207207207207,0.10902942171119376,0.11134669311264622
0.022806564155575658,0.28682170542635665,0.08634538152610442,1.0,0.0,0.03940886699507389,0.06306306306306306,0.10679742982752789,0.11134669311264622
0.01634578110867037,0.2635658914728683,0.0,1.0,0.0,0.034482758620689655,0.05405405405405406,0.10328035170781195,0.1042336365501676
0.012598526941465306,0.24806201550387602,0.0,1.0,0.0,0.024630541871921183,0.04504504504504504,0.1076766993574569,0.10758498050748927
0.009691174570357931,0.2248062015503876,0.0,1.0,0.0,0.014778325123152709,0.036036036036036036,0.09489347311464323,0.09712057998768897
0.008269802300038764,0.24031007751937988,0.0,1.0,0.0,0.014778325123152709,0.036036036036036036,0.08630368616841393,0.0872033376650024
0.006266959555498129,0.19379844961240308,0.0,0.9829424307036246,0.0,0.014778325123152709,0.02702702702702703,0.07818735204599257,0.08063743929963751
0.009174311926605509,0.24806201550387602,0.0,0.950959488272921,0.0,0.019704433497536946,0.02702702702702703,0.06986810957051065,0.07154093427262159
0.006654606538312444,0.2248062015503876,0.0,0.9658848614072494,0.0,0.024630541871921183,0.02702702702702703,0.06283395333107879,0.06709527392107245
0.008786664943791189,0.23255813953488375,0.0,0.9829424307036246,0.0,0.024630541871921183,0.02702702702702703,0.05552925262089957,0.05895629573900553
0.003230391523452643,0.2248062015503876,0.0,0.9658848614072494,0.0,0.024630541871921183,0.02702702702702703,0.04835982414609401,0.051774844401887704
0.004845587285178965,0.2170542635658915,0.0,0.9658848614072494,0.0,0.04926108374384237,0.02702702702702703,0.05282380791342579,0.04801313179673076
0.0068484300297196035,0.23255813953488375,0.0,0.950959488272921,0.0,0.06403940886699508,0.018018018018018018,0.04071694284748053,0.03700157307981673
0.0057500969117457055,0.24031007751937988,0.0,0.9658848614072494,0.0,0.06896551724137931,0.018018018018018018,0.017111937774771737,0.03139320155940089
0.039475384416591305,0.3178294573643412,0.5160642570281124,0.9829424307036246,1.0,0.2019704433497537,0.009009009009009009,0.0035847142374027807,0.009096505027015925
0.019769996123530177,0.2713178294573644,0.09437751004016065,1.0,0.0,0.08866995073891626,0.02702702702702703,0.03178897531281702,0.041036864783530545
0.027264504457940313,0.31007751937984507,0.09437751004016065,1.0,0.0,0.14285714285714285,0.02702702702702703,0.03118025025363544,0.031940359756514616
0.027458327949347466,0.33333333333333326,0.12550200803212852,1.0,0.0,0.10837438423645321,0.02702702702702703,0.050997632735880954,0.045892893782915
0.04897273549554207,0.3410852713178294,0.2399598393574297,1.0,0.0,0.18719211822660098,0.02702702702702703,0.06364558674332091,0.0642226933862253
0.07468665202222512,0.37209302325581395,0.3544176706827309,1.0,0.0,0.2955665024630542,0.02702702702702703,0.06946229286438955,0.08446754667943371
0.09477968729810056,0.3565891472868217,0.40562248995983935,1.0,0.0,0.3103448275862069,0.036036036036036036,0.12113628677713902,0.1330278366732782
0.12637291639746742,0.434108527131783,0.464859437751004,1.0,0.0,0.33004926108374383,0.06306306306306306,0.1661819411565776,0.18110936324464816
0.15919369427574626,0.4108527131782946,0.5311244979919679,1.0,0.008429926238145416,0.33497536945812806,0.0990990990990991,0.2267839026039905,0.24170713357499493
0.21126760563380287,0.3953488372093023,0.5592369477911647,1.0,0.008429926238145416,0.3793103448275862,0.13513513513513514,0.30686506594521473,0.3224813624239109
0.26418141878795715,0.38759689922480617,0.5632530120481928,1.0,0.008429926238145416,0.3891625615763547,0.18018018018018017,0.3846466012850862,0.3998358525408659
0.29829435327561704,0.3953488372093023,0.5632530120481928,1.0,0.008429926238145416,0.4039408866995074,0.1981981981981982,0.44308420696652007,0.45824499008275776
0.35644140069776464,0.34883720930232553,0.5632530120481928,1.0,0.008429926238145416,0.4236453201970443,0.1891891891891892,0.48407169428474806,0.4929211408248411
0.40580178317612103,0.32558139534883734,0.5632530120481928,1.0,0.15279241306638566,0.5172413793103449,0.1981981981981982,0.5345282380791343,0.5495520142261132
0.5116940173148987,0.25581395348837216,0.6184738955823293,1.0,0.39620653319283455,0.5024630541871922,0.25225225225225223,0.5779506256340885,0.5764311606593256
0.0428995994314511,1.0,0.0,1.0,0.0,0.034482758620689655,0.3153153153153153,0.4700033818058844,0.47739552698173865
0.06835508463625793,1.0,0.0,0.4669509594882729,0.0,0.034482758620689655,0.13513513513513514,0.4675684815691579,0.47534368374256214
0.15073006848430034,1.0,0.0,0.4669509594882729,0.0,0.059113300492610835,0.09009009009009009,0.4094690564761583,0.39874153614663843
0.3467502261274067,0.5891472868217054,0.4959839357429719,0.4669509594882729,0.4541622760800843,0.6600985221674877,0.09009009009009009,0.47196482921880284,0.4921687983038096
0.4231812895722962,0.33333333333333326,0.8975903614457832,0.4669509594882729,0.5616438356164383,0.7881773399014779,0.3153153153153153,0.49313493405478526,0.5115929143013475
0.40257139165266836,0.4651162790697675,0.6024096385542169,0.4669509594882729,0.2971548998946259,0.6009852216748769,0.40540540540540543,0.5240446398376732,0.5271185281444499
0.4603307920920016,0.5503875968992248,0.571285140562249,0.4669509594882729,0.4752370916754478,0.6059113300492611,0.42342342342342343,0.5365573216097397,0.5509199097188975
0.48294353275617014,0.5503875968992248,0.571285140562249,0.4669509594882729,0.5079030558482613,0.6206896551724138,0.4594594594594595,0.5350016909029421,0.5392244032555914
0.477904121979584,0.5503875968992248,0.5672690763052209,0.4669509594882729,0.4752370916754478,0.5960591133004927,0.4774774774774775,0.5506932702062901,0.5658983653648861
0.48727225739759666,0.5116279069767443,0.5311244979919679,0.4669509594882729,0.512118018967334,0.541871921182266,0.4864864864864865,0.5559012512681772,0.5651460228438548
0.023129603307920927,1.0,0.12951807228915663,0.4669509594882729,0.0,0.12807881773399016,0.3153153153153153,0.46188704768346295,0.48471376786813497
0.059245380540121476,1.0,0.0,0.4669509594882729,0.0,0.034482758620689655,0.14414414414414414,0.4750084545147108,0.4827987141782369
0.04987724512210881,1.0,0.0,0.4669509594882729,0.0,0.034482758620689655,0.09009009009009009,0.4739262766317213,0.48136242391081324
0.03430675797906707,1.0,0.0,0.4669509594882729,0.0,0.029556650246305417,0.06306306306306306,0.4720324653364896,0.47972094931947207
0.024034112934487664,1.0,0.0,0.4669509594882729,0.0,0.019704433497536946,0.05405405405405406,0.47135610415962126,0.47821626427740926
0.008592841452384033,1.0,0.0,0.4669509594882729,0.0,0.009852216748768473,0.05405405405405406,0.46459249239093675,0.46570002051843246
0.009174311926605509,1.0,0.0,0.4669509594882729,0.0,0.034482758620689655,0.04504504504504504,0.4353736895502199,0.4432665344367691
0.008592841452384033,0.47286821705426363,0.0,0.4669509594882729,0.0,0.04926108374384237,0.036036036036036036,0.4334122421373014,0.44395048218316124
0.01040186070551751,0.33333333333333326,0.0,0.4669509594882729,0.0,0.059113300492610835,0.036036036036036036,0.4312478863713223,0.4307502906777923
0.008592841452384033,0.30232558139534893,0.0,0.4669509594882729,0.0,0.06403940886699508,0.02702702702702703,0.4086574230639161,0.41932836331304296
0.009368135418012662,0.25581395348837216,0.0,0.6503198294243071,0.0,0.059113300492610835,0.02702702702702703,0.375177544808928,0.37309349565693184
0.0018090192531334817,0.2170542635658915,0.0,0.7995735607675907,0.0,0.034482758620689655,0.02702702702702703,0.33574568819749745,0.3362971069010328
0.0057500969117457055,0.16279069767441867,0.0,0.8336886993603411,0.0,0.059113300492610835,0.02702702702702703,0.3200541088941495,0.32754257574721296
0.004845587285178965,0.1472868217054264,0.0,0.8336886993603411,0.0,0.059113300492610835,0.02702702702702703,0.29448765640852215,0.31208535667874976
0.0046517637937718076,0.13953488372093026,0.0,0.8166311300639658,0.0,0.059113300492610835,0.02702702702702703,0.27656408522150827,0.27453662540181933
